views,comments,shares,likes,duration,captions,hashtags,created_at,created_day,created_month,created_year,tokenized_captions,filtered_captions,caption_length,split_hashtags
238,92,241,298,13,La persona dopo la  dovr mangiare la pizza allananaspizza foryoupage foryou comic ,"pizza, foryoupage, foryou, comic",2020-12-19,Saturday,December,2020,"['La', 'persona', 'dopo', 'la', 'dovr', 'mangiare', 'la', 'pizza', 'allananaspizza', 'foryoupage', 'foryou', 'comic']","['La', 'persona', 'dopo', 'la', 'dovr', 'mangiare', 'la', 'pizza', 'allananaspizza', 'foryoupage', 'foryou', 'comic']",82,"['pizza', 'foryoupage', 'foryou', 'comic']"
4074,288,1035,676,10,La persona dopo la  e il tuo prof foryoupage foryou comic ironia prof,"foryoupage, foryou, comic, ironia, prof",2020-12-18,Friday,December,2020,"['La', 'persona', 'dopo', 'la', 'e', 'il', 'tuo', 'prof', 'foryoupage', 'foryou', 'comic', 'ironia', 'prof']","['La', 'persona', 'dopo', 'la', 'e', 'il', 'tuo', 'prof', 'foryoupage', 'foryou', 'comic', 'ironia', 'prof']",69,"['foryoupage', 'foryou', 'comic', 'ironia', 'prof']"
1600000,2222,108,202,7,stitch con baylisbrahmans foryoupage foryou hamburger,"stitch, foryoupage, foryou, hamburger",2020-12-18,Friday,December,2020,"['stitch', 'con', 'baylisbrahmans', 'foryoupage', 'foryou', 'hamburger']","['stitch', 'con', 'baylisbrahmans', 'foryoupage', 'foryou', 'hamburger']",53,"['stitch', 'foryoupage', 'foryou', 'hamburger']"
6896,852,5646,108,15,Tagga un amico con la play cos nopressure greenscreen foryoupage foryou comic console,"nopressure, greenscreen, foryoupage, foryou, comic, console",2020-12-17,Thursday,December,2020,"['Tagga', 'un', 'amico', 'con', 'la', 'play', 'cos', 'nopressure', 'greenscreen', 'foryoupage', 'foryou', 'comic', 'console']","['Tagga', 'un', 'amico', 'con', 'la', 'play', 'cos', 'nopressure', 'greenscreen', 'foryoupage', 'foryou', 'comic', 'console']",85,"['nopressure', 'greenscreen', 'foryoupage', 'foryou', 'comic', 'console']"
4776,189,114,813,10,Questo  un appello a tutte le mamma ridateci i nostri soldi foryoupage foryou comic,"foryoupage, foryou, comic",2020-12-17,Thursday,December,2020,"['Questo', 'un', 'appello', 'a', 'tutte', 'le', 'mamma', 'ridateci', 'i', 'nostri', 'soldi', 'foryoupage', 'foryou', 'comic']","['Questo', 'un', 'appello', 'tutte', 'le', 'mamma', 'ridateci', 'nostri', 'soldi', 'foryoupage', 'foryou', 'comic']",83,"['foryoupage', 'foryou', 'comic']"
2759,109,168,384,9,Quanti impediti come me foryoupage foryou letto comic,"foryoupage, foryou, letto, comic",2020-12-17,Thursday,December,2020,"['Quanti', 'impediti', 'come', 'me', 'foryoupage', 'foryou', 'letto', 'comic']","['Quanti', 'impediti', 'come', 'foryoupage', 'foryou', 'letto', 'comic']",53,"['foryoupage', 'foryou', 'letto', 'comic']"
2075,86,31,206,15,Cosa vi aspettate nel 2021 montagnerusse randomsolo foryoupage foryou covid,"montagnerusse, foryoupage, foryou, covid",2020-12-16,Wednesday,December,2020,"['Cosa', 'vi', 'aspettate', 'nel', '2021', 'montagnerusse', 'randomsolo', 'foryoupage', 'foryou', 'covid']","['Cosa', 'vi', 'aspettate', 'nel', '2021', 'montagnerusse', 'randomsolo', 'foryoupage', 'foryou', 'covid']",75,"['montagnerusse', 'foryoupage', 'foryou', 'covid']"
4213,543,121,671,10,Vi piacciono le foto greenscreen foryoupage foryou modello comic letiziaschatzinger,"greenscreen, foryoupage, foryou, modello, comic",2020-12-16,Wednesday,December,2020,"['Vi', 'piacciono', 'le', 'foto', 'greenscreen', 'foryoupage', 'foryou', 'modello', 'comic', 'letiziaschatzinger']","['Vi', 'piacciono', 'le', 'foto', 'greenscreen', 'foryoupage', 'foryou', 'modello', 'comic', 'letiziaschatzinger']",83,"['greenscreen', 'foryoupage', 'foryou', 'modello', 'comic']"
2579,111,782,378,6,Taggate le vostre compagne foryoupage foryou videolezioni comic ironia,"foryoupage, foryou, videolezioni, comic, ironia",2020-12-16,Wednesday,December,2020,"['Taggate', 'le', 'vostre', 'compagne', 'foryoupage', 'foryou', 'videolezioni', 'comic', 'ironia']","['Taggate', 'le', 'vostre', 'compagne', 'foryoupage', 'foryou', 'videolezioni', 'comic', 'ironia']",70,"['foryoupage', 'foryou', 'videolezioni', 'comic', 'ironia']"
2715,100,488,341,14,Tagga i tuoi amici foryoupage foryou comic console rap,"foryoupage, foryou, comic, console, rap",2020-12-16,Wednesday,December,2020,"['Tagga', 'i', 'tuoi', 'amici', 'foryoupage', 'foryou', 'comic', 'console', 'rap']","['Tagga', 'tuoi', 'amici', 'foryoupage', 'foryou', 'comic', 'console', 'rap']",54,"['foryoupage', 'foryou', 'comic', 'console', 'rap']"
1784,73,220,171,8,duetto con vcruzzs foryoupage foryou comic,"duetto, foryoupage, foryou, comic",2020-12-15,Tuesday,December,2020,"['duetto', 'con', 'vcruzzs', 'foryoupage', 'foryou', 'comic']","['duetto', 'con', 'vcruzzs', 'foryoupage', 'foryou', 'comic']",42,"['duetto', 'foryoupage', 'foryou', 'comic']"
1786,160,62,183,15,Gg Brotherforyoupage foryou trend comic brother ,"foryoupage, foryou, trend, comic, brother",2020-12-15,Tuesday,December,2020,"['Gg', 'Brotherforyoupage', 'foryou', 'trend', 'comic', 'brother']","['Gg', 'Brotherforyoupage', 'foryou', 'trend', 'comic', 'brother']",48,"['foryoupage', 'foryou', 'trend', 'comic', 'brother']"
3253,170,251,556,9,Questo video  per  voi due leggende  foryoupage foryou paolorossi maradona,"foryoupage, foryou, paolorossi, maradona",2020-12-15,Tuesday,December,2020,"['Questo', 'video', 'per', 'voi', 'due', 'leggende', 'foryoupage', 'foryou', 'paolorossi', 'maradona']","['Questo', 'video', 'per', 'voi', 'due', 'leggende', 'foryoupage', 'foryou', 'paolorossi', 'maradona']",74,"['foryoupage', 'foryou', 'paolorossi', 'maradona']"
2282,198,1159,313,15,La persona dopo la  ti dovr comprare la ps5foryoupage comic ps5 run,"foryoupage, comic, ps5, run",2020-12-15,Tuesday,December,2020,"['La', 'persona', 'dopo', 'la', 'ti', 'dovr', 'comprare', 'la', 'ps5foryoupage', 'comic', 'ps5', 'run']","['La', 'persona', 'dopo', 'la', 'ti', 'dovr', 'comprare', 'la', 'ps5foryoupage', 'comic', 'ps5', 'run']",67,"['foryoupage', 'comic', 'ps5', 'run']"
3319,1154,1846,344,6,stitch con meiyubee foryoupage comic foryou,"stitch, foryoupage, comic, foryou",2020-12-14,Monday,December,2020,"['stitch', 'con', 'meiyubee', 'foryoupage', 'comic', 'foryou']","['stitch', 'con', 'meiyubee', 'foryoupage', 'comic', 'foryou']",43,"['stitch', 'foryoupage', 'comic', 'foryou']"
4956,555,1365,826,10,La persona dopo la e tua madre foryoupage comic mamma crush,"foryoupage, comic, mamma, crush",2020-12-14,Monday,December,2020,"['La', 'persona', 'dopo', 'la', 'e', 'tua', 'madre', 'foryoupage', 'comic', 'mamma', 'crush']","['La', 'persona', 'dopo', 'la', 'e', 'tua', 'madre', 'foryoupage', 'comic', 'mamma', 'crush']",59,"['foryoupage', 'comic', 'mamma', 'crush']"
1400000,826,9308,2572,25,Verit foryoupage comic foryou verita,"foryoupage, comic, foryou, verita",2020-12-14,Monday,December,2020,"['Verit', 'foryoupage', 'comic', 'foryou', 'verita']","['Verit', 'foryoupage', 'comic', 'foryou', 'verita']",36,"['foryoupage', 'comic', 'foryou', 'verita']"
1761,208,129,184,14,La rivista si chiama DLUIforyoupage comic foryou modello letiziaschatzinger,"foryoupage, comic, foryou, modello",2020-12-13,Sunday,December,2020,"['La', 'rivista', 'si', 'chiama', 'DLUIforyoupage', 'comic', 'foryou', 'modello', 'letiziaschatzinger']","['La', 'rivista', 'si', 'chiama', 'DLUIforyoupage', 'comic', 'foryou', 'modello', 'letiziaschatzinger']",75,"['foryoupage', 'comic', 'foryou', 'modello']"
2875,187,1055,385,8,stitch con screwballjoe foryoupage comic police america,"stitch, foryoupage, comic, police, america",2020-12-13,Sunday,December,2020,"['stitch', 'con', 'screwballjoe', 'foryoupage', 'comic', 'police', 'america']","['stitch', 'con', 'screwballjoe', 'foryoupage', 'comic', 'police', 'america']",55,"['stitch', 'foryoupage', 'comic', 'police', 'america']"
2126,80,193,249,9,sempre la stessa storia camper foryoupage foryou comic game,"camper, foryoupage, foryou, comic, game",2020-12-13,Sunday,December,2020,"['sempre', 'la', 'stessa', 'storia', 'camper', 'foryoupage', 'foryou', 'comic', 'game']","['sempre', 'la', 'stessa', 'storia', 'camper', 'foryoupage', 'foryou', 'comic', 'game']",59,"['camper', 'foryoupage', 'foryou', 'comic', 'game']"
4327,418,1224,709,13,stitch con juliafox038711 greenscreen foryoupage foryou,"stitch, greenscreen, foryoupage, foryou",2020-12-12,Saturday,December,2020,"['stitch', 'con', 'juliafox038711', 'greenscreen', 'foryoupage', 'foryou']","['stitch', 'con', 'juliafox038711', 'greenscreen', 'foryoupage', 'foryou']",55,"['stitch', 'greenscreen', 'foryoupage', 'foryou']"
2164,108,347,249,13,Tagga la tua crush Se non ce lhai tagga me foryoupage foryou comic ironia,"foryoupage, foryou, comic, ironia",2020-12-12,Saturday,December,2020,"['Tagga', 'la', 'tua', 'crush', 'Se', 'non', 'ce', 'lhai', 'tagga', 'me', 'foryoupage', 'foryou', 'comic', 'ironia']","['Tagga', 'la', 'tua', 'crush', 'Se', 'non', 'ce', 'lhai', 'tagga', 'foryoupage', 'foryou', 'comic', 'ironia']",73,"['foryoupage', 'foryou', 'comic', 'ironia']"
2794,204,510,433,10,Tagga la tua amica bionda foryoupage foryou comic ironia,"foryoupage, foryou, comic, ironia",2020-12-11,Friday,December,2020,"['Tagga', 'la', 'tua', 'amica', 'bionda', 'foryoupage', 'foryou', 'comic', 'ironia']","['Tagga', 'la', 'tua', 'amica', 'bionda', 'foryoupage', 'foryou', 'comic', 'ironia']",56,"['foryoupage', 'foryou', 'comic', 'ironia']"
2513,87,55,291,8,Quale la cosa pi brutta del 2020 secondo voi jumanjichallenge marcofiladelfiaofficial,jumanjichallenge,2020-12-11,Friday,December,2020,"['Quale', 'la', 'cosa', 'pi', 'brutta', 'del', '2020', 'secondo', 'voi', 'jumanjichallenge', 'marcofiladelfiaofficial']","['Quale', 'la', 'cosa', 'pi', 'brutta', 'del', '2020', 'secondo', 'voi', 'jumanjichallenge', 'marcofiladelfiaofficial']",85,['jumanjichallenge']
2442,124,913,329,14,Tagga i tuoi compagni di classe school foryoupage foryou comic compagni,"school, foryoupage, foryou, comic, compagni",2020-12-10,Thursday,December,2020,"['Tagga', 'i', 'tuoi', 'compagni', 'di', 'classe', 'school', 'foryoupage', 'foryou', 'comic', 'compagni']","['Tagga', 'tuoi', 'compagni', 'di', 'classe', 'school', 'foryoupage', 'foryou', 'comic', 'compagni']",71,"['school', 'foryoupage', 'foryou', 'comic', 'compagni']"
4662,150,599,667,8,La play nuova non si tocca foryoupage foryou comic ps5,"foryoupage, foryou, comic, ps5",2020-12-10,Thursday,December,2020,"['La', 'play', 'nuova', 'non', 'si', 'tocca', 'foryoupage', 'foryou', 'comic', 'ps5']","['La', 'play', 'nuova', 'non', 'si', 'tocca', 'foryoupage', 'foryou', 'comic', 'ps5']",54,"['foryoupage', 'foryou', 'comic', 'ps5']"
2199,117,77,259,7,Quando fai di tutto per uscire nei per te foryoupage foryou comic,"foryoupage, foryou, comic",2020-12-09,Wednesday,December,2020,"['Quando', 'fai', 'di', 'tutto', 'per', 'uscire', 'nei', 'per', 'te', 'foryoupage', 'foryou', 'comic']","['Quando', 'fai', 'di', 'tutto', 'per', 'uscire', 'nei', 'per', 'te', 'foryoupage', 'foryou', 'comic']",65,"['foryoupage', 'foryou', 'comic']"
3812,281,292,574,11,La persona dopo la  ti deve 5foryoupage foryou comic,"foryoupage, foryou, comic",2020-12-09,Wednesday,December,2020,"['La', 'persona', 'dopo', 'la', 'ti', 'deve', '5foryoupage', 'foryou', 'comic']","['La', 'persona', 'dopo', 'la', 'ti', 'deve', '5foryoupage', 'foryou', 'comic']",52,"['foryoupage', 'foryou', 'comic']"
1872,93,199,212,9,La persona dopo la  ti deve offrire al Mc foryoupage comic ironia,"foryoupage, comic, ironia",2020-12-08,Tuesday,December,2020,"['La', 'persona', 'dopo', 'la', 'ti', 'deve', 'offrire', 'al', 'Mc', 'foryoupage', 'comic', 'ironia']","['La', 'persona', 'dopo', 'la', 'ti', 'deve', 'offrire', 'al', 'Mc', 'foryoupage', 'comic', 'ironia']",65,"['foryoupage', 'comic', 'ironia']"
214,122,218,29,13,La persona dopo la  e tua madre in realt foryoupage comic foryou mamma,"foryoupage, comic, foryou, mamma",2020-12-08,Tuesday,December,2020,"['La', 'persona', 'dopo', 'la', 'e', 'tua', 'madre', 'in', 'realt', 'foryoupage', 'comic', 'foryou', 'mamma']","['La', 'persona', 'dopo', 'la', 'e', 'tua', 'madre', 'realt', 'foryoupage', 'comic', 'foryou', 'mamma']",70,"['foryoupage', 'comic', 'foryou', 'mamma']"
290,150,225,451,21,La persona dopo la  vi deve comprare le caramelle foryoupage comic greenscreen,"foryoupage, comic, greenscreen",2020-12-08,Tuesday,December,2020,"['La', 'persona', 'dopo', 'la', 'vi', 'deve', 'comprare', 'le', 'caramelle', 'foryoupage', 'comic', 'greenscreen']","['La', 'persona', 'dopo', 'la', 'vi', 'deve', 'comprare', 'le', 'caramelle', 'foryoupage', 'comic', 'greenscreen']",78,"['foryoupage', 'comic', 'greenscreen']"
1861,283,127,215,4,Sono simpatico anche su Instagramforyoupage foryou instagram comic,"foryoupage, foryou, instagram, comic",2020-12-07,Monday,December,2020,"['Sono', 'simpatico', 'anche', 'su', 'Instagramforyoupage', 'foryou', 'instagram', 'comic']","['Sono', 'simpatico', 'anche', 'su', 'Instagramforyoupage', 'foryou', 'instagram', 'comic']",66,"['foryoupage', 'foryou', 'instagram', 'comic']"
2058,338,317,235,28,la persona dopo la  ti deve portare al cinema foryoupage foryou comic dragonball,"foryoupage, foryou, comic, dragonball",2020-12-07,Monday,December,2020,"['la', 'persona', 'dopo', 'la', 'ti', 'deve', 'portare', 'al', 'cinema', 'foryoupage', 'foryou', 'comic', 'dragonball']","['la', 'persona', 'dopo', 'la', 'ti', 'deve', 'portare', 'al', 'cinema', 'foryoupage', 'foryou', 'comic', 'dragonball']",80,"['foryoupage', 'foryou', 'comic', 'dragonball']"
2263,122,231,292,12,La persona dopo la  e il tuo parrucchiere foryoupage foryou comic,"foryoupage, foryou, comic",2020-12-07,Monday,December,2020,"['La', 'persona', 'dopo', 'la', 'e', 'il', 'tuo', 'parrucchiere', 'foryoupage', 'foryou', 'comic']","['La', 'persona', 'dopo', 'la', 'e', 'il', 'tuo', 'parrucchiere', 'foryoupage', 'foryou', 'comic']",65,"['foryoupage', 'foryou', 'comic']"
2275,162,510,278,8,Bro ma cosa dici hahah  foryoupage foryou comic,"foryoupage, foryou, comic",2020-12-05,Saturday,December,2020,"['Bro', 'ma', 'cosa', 'dici', 'hahah', 'foryoupage', 'foryou', 'comic']","['Bro', 'cosa', 'dici', 'hahah', 'foryoupage', 'foryou', 'comic']",47,"['foryoupage', 'foryou', 'comic']"
4739,141,154,794,22,duetto con esportpalace foryoupage foryou,"duetto, foryoupage, foryou",2020-12-05,Saturday,December,2020,"['duetto', 'con', 'esportpalace', 'foryoupage', 'foryou']","['duetto', 'con', 'esportpalace', 'foryoupage', 'foryou']",41,"['duetto', 'foryoupage', 'foryou']"
2961,265,606,252,11,stitch con lyreaas foryoupage foryou comic latte,"stitch, foryoupage, foryou, comic, latte",2020-12-05,Saturday,December,2020,"['stitch', 'con', 'lyreaas', 'foryoupage', 'foryou', 'comic', 'latte']","['stitch', 'con', 'lyreaas', 'foryoupage', 'foryou', 'comic', 'latte']",48,"['stitch', 'foryoupage', 'foryou', 'comic', 'latte']"
4015,314,804,651,14,Premessa non tutte le ragazze sono cos foryoupage foryou comic ironiaa,"foryoupage, foryou, comic, ironiaa",2020-12-04,Friday,December,2020,"['Premessa', 'non', 'tutte', 'le', 'ragazze', 'sono', 'cos', 'foryoupage', 'foryou', 'comic', 'ironiaa']","['Premessa', 'non', 'tutte', 'le', 'ragazze', 'sono', 'cos', 'foryoupage', 'foryou', 'comic', 'ironiaa']",70,"['foryoupage', 'foryou', 'comic', 'ironiaa']"
4299,275,605,611,13,Sempre cos poi non andavi da nessuna parte foryoupage foryou comic,"foryoupage, foryou, comic",2020-12-04,Friday,December,2020,"['Sempre', 'cos', 'poi', 'non', 'andavi', 'da', 'nessuna', 'parte', 'foryoupage', 'foryou', 'comic']","['Sempre', 'cos', 'poi', 'non', 'andavi', 'da', 'nessuna', 'parte', 'foryoupage', 'foryou', 'comic']",66,"['foryoupage', 'foryou', 'comic']"
3397,196,336,301,9,stitch con parrkerrrrr greenscreen sar lunica che vede quello foryoupage foryou comic,"stitch, greenscreen, foryoupage, foryou, comic",2020-12-04,Friday,December,2020,"['stitch', 'con', 'parrkerrrrr', 'greenscreen', 'sar', 'lunica', 'che', 'vede', 'quello', 'foryoupage', 'foryou', 'comic']","['stitch', 'con', 'parrkerrrrr', 'greenscreen', 'sar', 'lunica', 'che', 'vede', 'quello', 'foryoupage', 'foryou', 'comic']",85,"['stitch', 'greenscreen', 'foryoupage', 'foryou', 'comic']"
2913,213,533,334,7,Tagga il tuo amico single foryoupage foryou comic single,"foryoupage, foryou, comic, single",2020-12-03,Thursday,December,2020,"['Tagga', 'il', 'tuo', 'amico', 'single', 'foryoupage', 'foryou', 'comic', 'single']","['Tagga', 'il', 'tuo', 'amico', 'single', 'foryoupage', 'foryou', 'comic', 'single']",56,"['foryoupage', 'foryou', 'comic', 'single']"
2571,405,1759,386,37,La persona dopo la  deve fare un partita a scacchi con te foryoupage foryou comic ironia,"foryoupage, foryou, comic, ironia",2020-12-03,Thursday,December,2020,"['La', 'persona', 'dopo', 'la', 'deve', 'fare', 'un', 'partita', 'a', 'scacchi', 'con', 'te', 'foryoupage', 'foryou', 'comic', 'ironia']","['La', 'persona', 'dopo', 'la', 'deve', 'fare', 'un', 'partita', 'scacchi', 'con', 'te', 'foryoupage', 'foryou', 'comic', 'ironia']",88,"['foryoupage', 'foryou', 'comic', 'ironia']"
2213,117,104,289,7,La persona dopo la  ti sta spiando foryoupage foryou comic fbi,"foryoupage, foryou, comic, fbi",2020-12-03,Thursday,December,2020,"['La', 'persona', 'dopo', 'la', 'ti', 'sta', 'spiando', 'foryoupage', 'foryou', 'comic', 'fbi']","['La', 'persona', 'dopo', 'la', 'ti', 'sta', 'spiando', 'foryoupage', 'foryou', 'comic', 'fbi']",62,"['foryoupage', 'foryou', 'comic', 'fbi']"
3333,195,255,467,10,se vi piece questo genere vi porto altri giochi foryoupage foryou comic game,"foryoupage, foryou, comic, game",2020-12-02,Wednesday,December,2020,"['se', 'vi', 'piece', 'questo', 'genere', 'vi', 'porto', 'altri', 'giochi', 'foryoupage', 'foryou', 'comic', 'game']","['se', 'vi', 'piece', 'questo', 'genere', 'vi', 'porto', 'altri', 'giochi', 'foryoupage', 'foryou', 'comic', 'game']",76,"['foryoupage', 'foryou', 'comic', 'game']"
1200000,959,327,2111,13,la persona dopo la  e tuo foglioaforyoupage foryou comic ironia,"foryoupage, foryou, comic, ironia",2020-12-02,Wednesday,December,2020,"['la', 'persona', 'dopo', 'la', 'e', 'tuo', 'foglioaforyoupage', 'foryou', 'comic', 'ironia']","['la', 'persona', 'dopo', 'la', 'e', 'tuo', 'foglioaforyoupage', 'foryou', 'comic', 'ironia']",63,"['foryoupage', 'foryou', 'comic', 'ironia']"
5819,233,460,797,13,Addio amici foryoupage foryou comic horror,"foryoupage, foryou, comic, horror",2020-12-01,Tuesday,December,2020,"['Addio', 'amici', 'foryoupage', 'foryou', 'comic', 'horror']","['Addio', 'amici', 'foryoupage', 'foryou', 'comic', 'horror']",42,"['foryoupage', 'foryou', 'comic', 'horror']"
4376,289,678,516,10,stitch con photographer585 tagga un amico single foryoupage foryou comic single,"stitch, foryoupage, foryou, comic, single",2020-12-01,Tuesday,December,2020,"['stitch', 'con', 'photographer585', 'tagga', 'un', 'amico', 'single', 'foryoupage', 'foryou', 'comic', 'single']","['stitch', 'con', 'photographer585', 'tagga', 'un', 'amico', 'single', 'foryoupage', 'foryou', 'comic', 'single']",79,"['stitch', 'foryoupage', 'foryou', 'comic', 'single']"
2909,491,893,374,11,Sfogatevi soldati foryoupage foryou comic nnn,"foryoupage, foryou, comic, nnn",2020-12-01,Tuesday,December,2020,"['Sfogatevi', 'soldati', 'foryoupage', 'foryou', 'comic', 'nnn']","['Sfogatevi', 'soldati', 'foryoupage', 'foryou', 'comic', 'nnn']",45,"['foryoupage', 'foryou', 'comic', 'nnn']"
3386,1702,327,474,8,che tristezza foryoupage foryou comic,"foryoupage, foryou, comic",2020-11-30,Monday,November,2020,"['che', 'tristezza', 'foryoupage', 'foryou', 'comic']","['che', 'tristezza', 'foryoupage', 'foryou', 'comic']",37,"['foryoupage', 'foryou', 'comic']"
3700000,1836,1583,4497,13,foryoupage foryou comic,"foryoupage, foryou, comic",2020-11-30,Monday,November,2020,"['foryoupage', 'foryou', 'comic']","['foryoupage', 'foryou', 'comic']",23,"['foryoupage', 'foryou', 'comic']"
3147,1461,444,37,15,VI VOGLIO UN BENE CHE NON VI IMMAGINATE foryoupage foryou,"foryoupage, foryou",2020-11-29,Sunday,November,2020,"['VI', 'VOGLIO', 'UN', 'BENE', 'CHE', 'NON', 'VI', 'IMMAGINATE', 'foryoupage', 'foryou']","['VI', 'VOGLIO', 'UN', 'BENE', 'CHE', 'NON', 'VI', 'IMMAGINATE', 'foryoupage', 'foryou']",57,"['foryoupage', 'foryou']"
4582,205,102,746,15,Si sto chiedendo limpossibile ma io credo in voiiiiiforyoupage foryou missionimpossible,"foryoupage, foryou, missionimpossible",2020-11-29,Sunday,November,2020,"['Si', 'sto', 'chiedendo', 'limpossibile', 'ma', 'io', 'credo', 'in', 'voiiiiiforyoupage', 'foryou', 'missionimpossible']","['Si', 'sto', 'chiedendo', 'limpossibile', 'io', 'credo', 'voiiiiiforyoupage', 'foryou', 'missionimpossible']",87,"['foryoupage', 'foryou', 'missionimpossible']"
619,804,181,1012,14,Io sono incredulo foryoupage foryou comic viral,"foryoupage, foryou, comic, viral",2020-11-29,Sunday,November,2020,"['Io', 'sono', 'incredulo', 'foryoupage', 'foryou', 'comic', 'viral']","['Io', 'sono', 'incredulo', 'foryoupage', 'foryou', 'comic', 'viral']",47,"['foryoupage', 'foryou', 'comic', 'viral']"
3907,76,137,46,9,Sempre la stessa storia che serie state guardando foryoupage foryou comic,"foryoupage, foryou, comic",2020-11-29,Sunday,November,2020,"['Sempre', 'la', 'stessa', 'storia', 'che', 'serie', 'state', 'guardando', 'foryoupage', 'foryou', 'comic']","['Sempre', 'la', 'stessa', 'storia', 'che', 'serie', 'state', 'guardando', 'foryoupage', 'foryou', 'comic']",73,"['foryoupage', 'foryou', 'comic']"
3448,302,410,483,10,duetto con brycebuse3 foryoupage foryou comic,"duetto, foryoupage, foryou, comic",2020-11-29,Sunday,November,2020,"['duetto', 'con', 'brycebuse3', 'foryoupage', 'foryou', 'comic']","['duetto', 'con', 'brycebuse3', 'foryoupage', 'foryou', 'comic']",45,"['duetto', 'foryoupage', 'foryou', 'comic']"
2251,129,374,287,15,duetto con tyleebeauty foryoupage foryou comic,"duetto, foryoupage, foryou, comic",2020-11-28,Saturday,November,2020,"['duetto', 'con', 'tyleebeauty', 'foryoupage', 'foryou', 'comic']","['duetto', 'con', 'tyleebeauty', 'foryoupage', 'foryou', 'comic']",46,"['duetto', 'foryoupage', 'foryou', 'comic']"
4872,386,1362,969,58,Come mi immagino Maradona davanti a dio lamanodios foryoupage foryou comic,"lamanodios, foryoupage, foryou, comic",2020-11-28,Saturday,November,2020,"['Come', 'mi', 'immagino', 'Maradona', 'davanti', 'a', 'dio', 'lamanodios', 'foryoupage', 'foryou', 'comic']","['Come', 'mi', 'immagino', 'Maradona', 'davanti', 'dio', 'lamanodios', 'foryoupage', 'foryou', 'comic']",74,"['lamanodios', 'foryoupage', 'foryou', 'comic']"
238,132,198,345,24,la mamma trova tutto foryoupage foryou comic covid,"foryoupage, foryou, comic, covid",2020-11-27,Friday,November,2020,"['la', 'mamma', 'trova', 'tutto', 'foryoupage', 'foryou', 'comic', 'covid']","['la', 'mamma', 'trova', 'tutto', 'foryoupage', 'foryou', 'comic', 'covid']",50,"['foryoupage', 'foryou', 'comic', 'covid']"
4382,1133,2002,746,19,tagga un appassionato di anime foryoupage foryou leggenda comic naruto,"foryoupage, foryou, leggenda, comic, naruto",2020-11-26,Thursday,November,2020,"['tagga', 'un', 'appassionato', 'di', 'anime', 'foryoupage', 'foryou', 'leggenda', 'comic', 'naruto']","['tagga', 'un', 'appassionato', 'di', 'anime', 'foryoupage', 'foryou', 'leggenda', 'comic', 'naruto']",70,"['foryoupage', 'foryou', 'leggenda', 'comic', 'naruto']"
1100000,2118,3859,2018,41,Entrato fra le leggende foryoupage foryou comic leggenda maradona,"foryoupage, foryou, comic, leggenda, maradona",2020-11-26,Thursday,November,2020,"['Entrato', 'fra', 'le', 'leggende', 'foryoupage', 'foryou', 'comic', 'leggenda', 'maradona']","['Entrato', 'fra', 'le', 'leggende', 'foryoupage', 'foryou', 'comic', 'leggenda', 'maradona']",65,"['foryoupage', 'foryou', 'comic', 'leggenda', 'maradona']"
3133,305,92,444,11,questoilmiosogno Essere come lui  Ed i vostri sogni nella vita quali sono,questoèilmiosogno,2020-11-25,Wednesday,November,2020,"['questoilmiosogno', 'Essere', 'come', 'lui', 'Ed', 'i', 'vostri', 'sogni', 'nella', 'vita', 'quali', 'sono']","['questoilmiosogno', 'Essere', 'come', 'lui', 'Ed', 'vostri', 'sogni', 'nella', 'vita', 'quali', 'sono']",73,['questoèilmiosogno']
1723,189,169,202,11,riposa in pace leggenda foryoupage foryou maradona,"foryoupage, foryou, maradona",2020-11-25,Wednesday,November,2020,"['riposa', 'in', 'pace', 'leggenda', 'foryoupage', 'foryou', 'maradona']","['riposa', 'pace', 'leggenda', 'foryoupage', 'foryou', 'maradona']",50,"['foryoupage', 'foryou', 'maradona']"
2071,226,281,301,15,La persona dopo la  ti deve regalare la play 5foryoupage foryou comic ironia ps5,"foryoupage, foryou, comic, ironia, ps5",2020-11-25,Wednesday,November,2020,"['La', 'persona', 'dopo', 'la', 'ti', 'deve', 'regalare', 'la', 'play', '5foryoupage', 'foryou', 'comic', 'ironia', 'ps5']","['La', 'persona', 'dopo', 'la', 'ti', 'deve', 'regalare', 'la', 'play', '5foryoupage', 'foryou', 'comic', 'ironia', 'ps5']",80,"['foryoupage', 'foryou', 'comic', 'ironia', 'ps5']"
3124,112,579,417,15,tratto da una storia vera foryoupage foryou comic calcio verit,"foryoupage, foryou, comic, calcio, verità",2020-11-25,Wednesday,November,2020,"['tratto', 'da', 'una', 'storia', 'vera', 'foryoupage', 'foryou', 'comic', 'calcio', 'verit']","['tratto', 'da', 'una', 'storia', 'vera', 'foryoupage', 'foryou', 'comic', 'calcio', 'verit']",62,"['foryoupage', 'foryou', 'comic', 'calcio', 'verità']"
4567,368,2263,817,15,Tagga leroe della tua classe foryoupage foryou comic school hero,"foryoupage, foryou, comic, school, hero",2020-11-24,Tuesday,November,2020,"['Tagga', 'leroe', 'della', 'tua', 'classe', 'foryoupage', 'foryou', 'comic', 'school', 'hero']","['Tagga', 'leroe', 'della', 'tua', 'classe', 'foryoupage', 'foryou', 'comic', 'school', 'hero']",64,"['foryoupage', 'foryou', 'comic', 'school', 'hero']"
