views,comments,shares,likes,duration,captions,hashtags,created_at,created_day,created_month,created_year,tokenized_captions,filtered_captions,caption_length,split_hashtags
33500000,311,119,3600000,31,Noo Why did you change your number kingjames Noo  Perch hai cambiato numero kingjames learnfromkhaby learnfromtiktok,"learnfromkhaby, learnfromtiktok",2021-06-19,Saturday,June,2021,"['Noo', 'Why', 'did', 'you', 'change', 'your', 'number', 'kingjames', 'Noo', 'Perch', 'hai', 'cambiato', 'numero', 'kingjames', 'learnfromkhaby', 'learnfromtiktok']","['Noo', 'change', 'number', 'kingjames', 'Noo', 'Perch', 'hai', 'cambiato', 'numero', 'kingjames', 'learnfromkhaby', 'learnfromtiktok']",116,"['learnfromkhaby', 'learnfromtiktok']"
59500000,617,603,8400000,23,Gracias Por Tu Ayuda Hermano paulodybala Grazie per il tuo aiuto fratello paulodybala DYBALA learnfromkhaby learnfromtiktok euro2020,"dybala, learnfromkhaby, learnfromtiktok, euro2020",2021-06-18,Friday,June,2021,"['Gracias', 'Por', 'Tu', 'Ayuda', 'Hermano', 'paulodybala', 'Grazie', 'per', 'il', 'tuo', 'aiuto', 'fratello', 'paulodybala', 'DYBALA', 'learnfromkhaby', 'learnfromtiktok', 'euro2020']","['Gracias', 'Por', 'Tu', 'Ayuda', 'Hermano', 'paulodybala', 'Grazie', 'per', 'il', 'tuo', 'aiuto', 'fratello', 'paulodybala', 'DYBALA', 'learnfromkhaby', 'learnfromtiktok', 'euro2020']",132,"['dybala', 'learnfromkhaby', 'learnfromtiktok', 'euro2020']"
76100000,455,29,10300000,26,Bro here your frikin SIX  Bro ecco il tuo maledetto SIX learnfromkhaby LearnWithTikTok ImparaConTikTok,"learnfromkhaby, learnwithtiktok, imparacontiktok",2021-06-17,Thursday,June,2021,"['Bro', 'here', 'your', 'frikin', 'SIX', 'Bro', 'ecco', 'il', 'tuo', 'maledetto', 'SIX', 'learnfromkhaby', 'LearnWithTikTok', 'ImparaConTikTok']","['Bro', 'frikin', 'SIX', 'Bro', 'ecco', 'il', 'tuo', 'maledetto', 'SIX', 'learnfromkhaby', 'LearnWithTikTok', 'ImparaConTikTok']",102,"['learnfromkhaby', 'learnwithtiktok', 'imparacontiktok']"
33800000,248,139,3200000,11,Ops Sorry Cris learnfromkhaby LearnWithTikTok ImparaConTikTok,"learnfromkhaby, learnwithtiktok, imparacontiktok",2021-06-16,Wednesday,June,2021,"['Ops', 'Sorry', 'Cris', 'learnfromkhaby', 'LearnWithTikTok', 'ImparaConTikTok']","['Ops', 'Sorry', 'Cris', 'learnfromkhaby', 'LearnWithTikTok', 'ImparaConTikTok']",61,"['learnfromkhaby', 'learnwithtiktok', 'imparacontiktok']"
42200000,435,62,6400000,24,Chill please Im relaxing learnfromkhaby LearnWithTikTok ImparaConTikTok,"learnfromkhaby, learnwithtiktok, imparacontiktok",2021-06-14,Monday,June,2021,"['Chill', 'please', 'Im', 'relaxing', 'learnfromkhaby', 'LearnWithTikTok', 'ImparaConTikTok']","['Chill', 'please', 'Im', 'relaxing', 'learnfromkhaby', 'LearnWithTikTok', 'ImparaConTikTok']",71,"['learnfromkhaby', 'learnwithtiktok', 'imparacontiktok']"
32900000,311,127,3900000,17,Today the video is for you Christian GET WELL SOON  Oggi il video  per te Chris Rimettiti presto learnfromkhaby Eriksen,"learnfromkhaby, eriksen",2021-06-13,Sunday,June,2021,"['Today', 'the', 'video', 'is', 'for', 'you', 'Christian', 'GET', 'WELL', 'SOON', 'Oggi', 'il', 'video', 'per', 'te', 'Chris', 'Rimettiti', 'presto', 'learnfromkhaby', 'Eriksen']","['Today', 'video', 'Christian', 'GET', 'WELL', 'SOON', 'Oggi', 'il', 'video', 'per', 'te', 'Chris', 'Rimettiti', 'presto', 'learnfromkhaby', 'Eriksen']",119,"['learnfromkhaby', 'eriksen']"
106400000,559,334,11700000,15,BLACK ANGEL  the new superhero  Stay tuned Black Angel il nuovo supereroe  Rimanete sintonizzati learnfromkhaby,learnfromkhaby,2021-06-11,Friday,June,2021,"['BLACK', 'ANGEL', 'the', 'new', 'superhero', 'Stay', 'tuned', 'Black', 'Angel', 'il', 'nuovo', 'supereroe', 'Rimanete', 'sintonizzati', 'learnfromkhaby']","['BLACK', 'ANGEL', 'new', 'superhero', 'Stay', 'tuned', 'Black', 'Angel', 'il', 'nuovo', 'supereroe', 'Rimanete', 'sintonizzati', 'learnfromkhaby']",111,['learnfromkhaby']
298800000,2079,2269,35500000,17,Lol  learnfromkhaby LearnWithTikTok ImparaConTikTok,"learnfromkhaby, learnwithtiktok, imparacontiktok",2021-06-09,Wednesday,June,2021,"['Lol', 'learnfromkhaby', 'LearnWithTikTok', 'ImparaConTikTok']","['Lol', 'learnfromkhaby', 'LearnWithTikTok', 'ImparaConTikTok']",51,"['learnfromkhaby', 'learnwithtiktok', 'imparacontiktok']"
26600000,369,108,3000000,30,Dont comment on if you disagree Pls  with my best friend Floky Non commentare se non sei daccordo learnfromkhaby LearnWithTikTok,"learnfromkhaby, learnwithtiktok",2021-06-08,Tuesday,June,2021,"['Dont', 'comment', 'on', 'if', 'you', 'disagree', 'Pls', 'with', 'my', 'best', 'friend', 'Floky', 'Non', 'commentare', 'se', 'non', 'sei', 'daccordo', 'learnfromkhaby', 'LearnWithTikTok']","['Dont', 'comment', 'disagree', 'Pls', 'best', 'friend', 'Floky', 'Non', 'commentare', 'se', 'non', 'sei', 'daccordo', 'learnfromkhaby', 'LearnWithTikTok']",128,"['learnfromkhaby', 'learnwithtiktok']"
75500000,488,385,10800000,10,Lets copy each others   mbapp Copiamoci learnfromkhaby ImparaConTikTok LearnWithTikTok,"mbappé, learnfromkhaby, imparacontiktok, learnwithtiktok",2021-06-07,Monday,June,2021,"['Lets', 'copy', 'each', 'others', 'mbapp', 'Copiamoci', 'learnfromkhaby', 'ImparaConTikTok', 'LearnWithTikTok']","['Lets', 'copy', 'others', 'mbapp', 'Copiamoci', 'learnfromkhaby', 'ImparaConTikTok', 'LearnWithTikTok']",86,"['mbappé', 'learnfromkhaby', 'imparacontiktok', 'learnwithtiktok']"
41600000,302,116,5500000,23,Happy Sunday by Doctor Strange learnfromkhaby ImparaConTikTok LearnWithTikTok doctorstrange,"learnfromkhaby, imparacontiktok, learnwithtiktok, doctorstrange",2021-06-06,Sunday,June,2021,"['Happy', 'Sunday', 'by', 'Doctor', 'Strange', 'learnfromkhaby', 'ImparaConTikTok', 'LearnWithTikTok', 'doctorstrange']","['Happy', 'Sunday', 'Doctor', 'Strange', 'learnfromkhaby', 'ImparaConTikTok', 'LearnWithTikTok', 'doctorstrange']",91,"['learnfromkhaby', 'imparacontiktok', 'learnwithtiktok', 'doctorstrange']"
37300000,342,189,5000000,20,I think you should turn that ON  Penso dovresti accenderlo prima  learnfromkhaby ImparaConTikTok LearnWithTikTok,"learnfromkhaby, imparacontiktok, learnwithtiktok",2021-06-05,Saturday,June,2021,"['I', 'think', 'you', 'should', 'turn', 'that', 'ON', 'Penso', 'dovresti', 'accenderlo', 'prima', 'learnfromkhaby', 'ImparaConTikTok', 'LearnWithTikTok']","['think', 'turn', 'Penso', 'dovresti', 'accenderlo', 'prima', 'learnfromkhaby', 'ImparaConTikTok', 'LearnWithTikTok']",112,"['learnfromkhaby', 'imparacontiktok', 'learnwithtiktok']"
28300000,237,207,3500000,17,Bro Im still waiting Bro Ti sto ancora aspettando learnfromkhaby ImparaConTikTok LearnWithTikTok,"learnfromkhaby, imparacontiktok, learnwithtiktok",2021-06-04,Friday,June,2021,"['Bro', 'Im', 'still', 'waiting', 'Bro', 'Ti', 'sto', 'ancora', 'aspettando', 'learnfromkhaby', 'ImparaConTikTok', 'LearnWithTikTok']","['Bro', 'Im', 'still', 'waiting', 'Bro', 'Ti', 'sto', 'ancora', 'aspettando', 'learnfromkhaby', 'ImparaConTikTok', 'LearnWithTikTok']",96,"['learnfromkhaby', 'imparacontiktok', 'learnwithtiktok']"
60100000,525,183,8200000,30,Please Dont do that with Pizza  Perfavore non fare questo con la Pizzalearnfromkhaby ImparaConTikTok LearnWithTikTok pizza,"learnfromkhaby, imparacontiktok, learnwithtiktok, pizza",2021-06-02,Wednesday,June,2021,"['Please', 'Dont', 'do', 'that', 'with', 'Pizza', 'Perfavore', 'non', 'fare', 'questo', 'con', 'la', 'Pizzalearnfromkhaby', 'ImparaConTikTok', 'LearnWithTikTok', 'pizza']","['Please', 'Dont', 'Pizza', 'Perfavore', 'non', 'fare', 'questo', 'con', 'la', 'Pizzalearnfromkhaby', 'ImparaConTikTok', 'LearnWithTikTok', 'pizza']",122,"['learnfromkhaby', 'imparacontiktok', 'learnwithtiktok', 'pizza']"
65000000,551,405,10500000,11,learnfromkhaby ImparaConTikTok LearnWithTikTok,"learnfromkhaby, imparacontiktok, learnwithtiktok",2021-05-31,Monday,May,2021,"['learnfromkhaby', 'ImparaConTikTok', 'LearnWithTikTok']","['learnfromkhaby', 'ImparaConTikTok', 'LearnWithTikTok']",46,"['learnfromkhaby', 'imparacontiktok', 'learnwithtiktok']"
58000000,532,941,9500000,15,Dont touch it broNon toccare fratello learnfromkhaby ImparaConTikTok LearnWithTikTok,"learnfromkhaby, imparacontiktok, learnwithtiktok",2021-05-30,Sunday,May,2021,"['Dont', 'touch', 'it', 'broNon', 'toccare', 'fratello', 'learnfromkhaby', 'ImparaConTikTok', 'LearnWithTikTok']","['Dont', 'touch', 'broNon', 'toccare', 'fratello', 'learnfromkhaby', 'ImparaConTikTok', 'LearnWithTikTok']",84,"['learnfromkhaby', 'imparacontiktok', 'learnwithtiktok']"
31500000,371,139,4300000,22,I just find myself happy with the simple thingMi sento felice facendo la cosa semplicelearnfromkhaby ImparaConTikTok LearnWithTikTok,"learnfromkhaby, imparacontiktok, learnwithtiktok",2021-05-29,Saturday,May,2021,"['I', 'just', 'find', 'myself', 'happy', 'with', 'the', 'simple', 'thingMi', 'sento', 'felice', 'facendo', 'la', 'cosa', 'semplicelearnfromkhaby', 'ImparaConTikTok', 'LearnWithTikTok']","['find', 'happy', 'simple', 'thingMi', 'sento', 'felice', 'facendo', 'la', 'cosa', 'semplicelearnfromkhaby', 'ImparaConTikTok', 'LearnWithTikTok']",132,"['learnfromkhaby', 'imparacontiktok', 'learnwithtiktok']"
39500000,409,222,5500000,17,Boss one shot  3 points Mention kingjames on comment under this video and on my Instagram and Ill follow 1 of you guys learnfromkhaby,learnfromkhaby,2021-05-28,Friday,May,2021,"['Boss', 'one', 'shot', '3', 'points', 'Mention', 'kingjames', 'on', 'comment', 'under', 'this', 'video', 'and', 'on', 'my', 'Instagram', 'and', 'Ill', 'follow', '1', 'of', 'you', 'guys', 'learnfromkhaby']","['Boss', 'one', 'shot', '3', 'points', 'Mention', 'kingjames', 'comment', 'video', 'Instagram', 'Ill', 'follow', '1', 'guys', 'learnfromkhaby']",133,['learnfromkhaby']
31500000,362,208,4300000,21,Who is the real avenger Bro arthurhmelo you need my help  Chi  il vero Avenger Bro hai bisogno del mio aiutolearnfromkhaby,learnfromkhaby,2021-05-27,Thursday,May,2021,"['Who', 'is', 'the', 'real', 'avenger', 'Bro', 'arthurhmelo', 'you', 'need', 'my', 'help', 'Chi', 'il', 'vero', 'Avenger', 'Bro', 'hai', 'bisogno', 'del', 'mio', 'aiutolearnfromkhaby']","['real', 'avenger', 'Bro', 'arthurhmelo', 'need', 'help', 'Chi', 'il', 'vero', 'Avenger', 'Bro', 'hai', 'bisogno', 'del', 'mio', 'aiutolearnfromkhaby']",122,['learnfromkhaby']
53700000,433,45,5600000,9,Youve never felt that at all Davvero non ti  mai capitatolearnfromkhaby LearnWithTikTok ImparaConTikTok,"learnfromkhaby, learnwithtiktok, imparacontiktok",2021-05-26,Wednesday,May,2021,"['Youve', 'never', 'felt', 'that', 'at', 'all', 'Davvero', 'non', 'ti', 'mai', 'capitatolearnfromkhaby', 'LearnWithTikTok', 'ImparaConTikTok']","['Youve', 'never', 'felt', 'Davvero', 'non', 'ti', 'mai', 'capitatolearnfromkhaby', 'LearnWithTikTok', 'ImparaConTikTok']",103,"['learnfromkhaby', 'learnwithtiktok', 'imparacontiktok']"
70200000,565,556,9200000,20,please tell me its a joke Thanks orianasabatini for your help dimmi che  uno scherzoRingrazio orianasabatini  per laiuto ,"learnfromkhaby, learnontiktok",2021-05-25,Tuesday,May,2021,"['please', 'tell', 'me', 'its', 'a', 'joke', 'Thanks', 'orianasabatini', 'for', 'your', 'help', 'dimmi', 'che', 'uno', 'scherzoRingrazio', 'orianasabatini', 'per', 'laiuto']","['please', 'tell', 'joke', 'Thanks', 'orianasabatini', 'help', 'dimmi', 'che', 'uno', 'scherzoRingrazio', 'orianasabatini', 'per', 'laiuto']",121,"['learnfromkhaby', 'learnontiktok']"
135600000,1089,936,13500000,21,Summer is coming Lestate sta arrivando learnfromkhaby LearnWithTikTok ImparaConTikTok,"learnfromkhaby, learnwithtiktok, imparacontiktok",2021-05-23,Sunday,May,2021,"['Summer', 'is', 'coming', 'Lestate', 'sta', 'arrivando', 'learnfromkhaby', 'LearnWithTikTok', 'ImparaConTikTok']","['Summer', 'coming', 'Lestate', 'sta', 'arrivando', 'learnfromkhaby', 'LearnWithTikTok', 'ImparaConTikTok']",85,"['learnfromkhaby', 'learnwithtiktok', 'imparacontiktok']"
188600000,2485,933,24300000,11,tiktok its your turn   tiktoklearnfromkhabylearnfromkhaby,"tiktoklearnfromkhaby, learnfromkhaby",2021-05-22,Saturday,May,2021,"['tiktok', 'its', 'your', 'turn', 'tiktoklearnfromkhabylearnfromkhaby']","['tiktok', 'turn', 'tiktoklearnfromkhabylearnfromkhaby']",57,"['tiktoklearnfromkhaby', 'learnfromkhaby']"
34700000,7006,6251,2600000,14,eatabowlofrigatonipastaonmay242021  learnfromkhaby how to celebrate RigatoniDay barilla  adv,"eatabowlofrigatonipastaonmay242021, learnfromkhaby, RigatoniDay, adv",2021-05-21,Friday,May,2021,"['eatabowlofrigatonipastaonmay242021', 'learnfromkhaby', 'how', 'to', 'celebrate', 'RigatoniDay', 'barilla', 'adv']","['eatabowlofrigatonipastaonmay242021', 'learnfromkhaby', 'celebrate', 'RigatoniDay', 'barilla', 'adv']",92,"['eatabowlofrigatonipastaonmay242021', 'learnfromkhaby', 'RigatoniDay', 'adv']"
29500000,163,102,3200000,20,Wooow so magicWooow cos magico LearnFromKhabi LearnWithTikTok ImparaConTikTok,"learnfromkhabi, learnwithtiktok, imparacontiktok",2021-05-21,Friday,May,2021,"['Wooow', 'so', 'magicWooow', 'cos', 'magico', 'LearnFromKhabi', 'LearnWithTikTok', 'ImparaConTikTok']","['Wooow', 'magicWooow', 'cos', 'magico', 'LearnFromKhabi', 'LearnWithTikTok', 'ImparaConTikTok']",77,"['learnfromkhabi', 'learnwithtiktok', 'imparacontiktok']"
28600000,578,27,3600000,33,Today No SmileThe World Want Peace  Il Mondo Vuole La Pace  Please STOP with this WAR nowar peace noallaguerra pace,"nowar, peace, noallaguerra, pace",2021-05-20,Thursday,May,2021,"['Today', 'No', 'SmileThe', 'World', 'Want', 'Peace', 'Il', 'Mondo', 'Vuole', 'La', 'Pace', 'Please', 'STOP', 'with', 'this', 'WAR', 'nowar', 'peace', 'noallaguerra', 'pace']","['Today', 'SmileThe', 'World', 'Want', 'Peace', 'Il', 'Mondo', 'Vuole', 'La', 'Pace', 'Please', 'STOP', 'WAR', 'nowar', 'peace', 'noallaguerra', 'pace']",115,"['nowar', 'peace', 'noallaguerra', 'pace']"
62800000,513,579,8000000,20,From Idol to Uncle its just a moment This apple is for youalessandrodelpiero Da Idolo a Zio  un attimo questa mela  per te LearnFromKhabi,learnfromkhabi,2021-05-19,Wednesday,May,2021,"['From', 'Idol', 'to', 'Uncle', 'its', 'just', 'a', 'moment', 'This', 'apple', 'is', 'for', 'youalessandrodelpiero', 'Da', 'Idolo', 'a', 'Zio', 'un', 'attimo', 'questa', 'mela', 'per', 'te', 'LearnFromKhabi']","['Idol', 'Uncle', 'moment', 'apple', 'youalessandrodelpiero', 'Da', 'Idolo', 'Zio', 'un', 'attimo', 'questa', 'mela', 'per', 'te', 'LearnFromKhabi']",137,['learnfromkhabi']
57400000,374,399,6100000,32,Have a good weekend guys  Buon weekend ragazzi learnfromkhaby ImparaConTikTok LearnWithTikTok,"learnfromkhaby, imparacontiktok, learnwithtiktok",2021-05-15,Saturday,May,2021,"['Have', 'a', 'good', 'weekend', 'guys', 'Buon', 'weekend', 'ragazzi', 'learnfromkhaby', 'ImparaConTikTok', 'LearnWithTikTok']","['good', 'weekend', 'guys', 'Buon', 'weekend', 'ragazzi', 'learnfromkhaby', 'ImparaConTikTok', 'LearnWithTikTok']",93,"['learnfromkhaby', 'imparacontiktok', 'learnwithtiktok']"
277500000,1915,2775,30900000,25,Bro why you ruined a Tshirt It was so easy  Fratello perch hai rovinato una TShirtlearnfromkhaby LearnWithTikTok ImparaConTikTok,"learnfromkhaby, learnwithtiktok, imparacontiktok",2021-05-12,Wednesday,May,2021,"['Bro', 'why', 'you', 'ruined', 'a', 'Tshirt', 'It', 'was', 'so', 'easy', 'Fratello', 'perch', 'hai', 'rovinato', 'una', 'TShirtlearnfromkhaby', 'LearnWithTikTok', 'ImparaConTikTok']","['Bro', 'ruined', 'Tshirt', 'easy', 'Fratello', 'perch', 'hai', 'rovinato', 'una', 'TShirtlearnfromkhaby', 'LearnWithTikTok', 'ImparaConTikTok']",128,"['learnfromkhaby', 'learnwithtiktok', 'imparacontiktok']"
86900000,524,405,8600000,10,Boss Only in two weeks Mention Mark Zuckerberg on comment in my Instagram Ill follow 1 of you guyslearnfromkhaby LearnWithTikTok,"learnfromkhaby, learnwithtiktok",2021-05-11,Tuesday,May,2021,"['Boss', 'Only', 'in', 'two', 'weeks', 'Mention', 'Mark', 'Zuckerberg', 'on', 'comment', 'in', 'my', 'Instagram', 'Ill', 'follow', '1', 'of', 'you', 'guyslearnfromkhaby', 'LearnWithTikTok']","['Boss', 'two', 'weeks', 'Mention', 'Mark', 'Zuckerberg', 'comment', 'Instagram', 'Ill', 'follow', '1', 'guyslearnfromkhaby', 'LearnWithTikTok']",128,"['learnfromkhaby', 'learnwithtiktok']"
79600000,361,349,9900000,15,Rapper vs Producer 2 Part  learnfromkhaby LearnWithTikTok ImparaConTikTok,"learnfromkhaby, learnwithtiktok, imparacontiktok",2021-05-10,Monday,May,2021,"['Rapper', 'vs', 'Producer', '2', 'Part', 'learnfromkhaby', 'LearnWithTikTok', 'ImparaConTikTok']","['Rapper', 'vs', 'Producer', '2', 'Part', 'learnfromkhaby', 'LearnWithTikTok', 'ImparaConTikTok']",73,"['learnfromkhaby', 'learnwithtiktok', 'imparacontiktok']"
85700000,497,543,9900000,15,Facciamo le cose al contrario su Lets do everything backwards learnfromkhaby LearnWithTikTok ImparaConTikTok,"learnfromkhaby, learnwithtiktok, imparacontiktok",2021-05-08,Saturday,May,2021,"['Facciamo', 'le', 'cose', 'al', 'contrario', 'su', 'Lets', 'do', 'everything', 'backwards', 'learnfromkhaby', 'LearnWithTikTok', 'ImparaConTikTok']","['Facciamo', 'le', 'cose', 'al', 'contrario', 'su', 'Lets', 'everything', 'backwards', 'learnfromkhaby', 'LearnWithTikTok', 'ImparaConTikTok']",108,"['learnfromkhaby', 'learnwithtiktok', 'imparacontiktok']"
60400000,322,196,6800000,24,La semplicit non  una cosa semplice  poi mi dici comera questa spremuta dianadelbufalo8 learnfromkhaby LearnWithTikTok ImparaConTikTok,"learnfromkhaby, learnwithtiktok, imparacontiktok",2021-05-07,Friday,May,2021,"['La', 'semplicit', 'non', 'una', 'cosa', 'semplice', 'poi', 'mi', 'dici', 'comera', 'questa', 'spremuta', 'dianadelbufalo8', 'learnfromkhaby', 'LearnWithTikTok', 'ImparaConTikTok']","['La', 'semplicit', 'non', 'una', 'cosa', 'semplice', 'poi', 'mi', 'dici', 'comera', 'questa', 'spremuta', 'dianadelbufalo8', 'learnfromkhaby', 'LearnWithTikTok', 'ImparaConTikTok']",134,"['learnfromkhaby', 'learnwithtiktok', 'imparacontiktok']"
91300000,562,309,12400000,20,Bro Mi dispiace ma il mio cavallo  meglio del tuo Bro Im sorry but My horse is better than yours learnfromkhaby LearnWithTikTok,"learnfromkhaby, learnwithtiktok",2021-05-06,Thursday,May,2021,"['Bro', 'Mi', 'dispiace', 'ma', 'il', 'mio', 'cavallo', 'meglio', 'del', 'tuo', 'Bro', 'Im', 'sorry', 'but', 'My', 'horse', 'is', 'better', 'than', 'yours', 'learnfromkhaby', 'LearnWithTikTok']","['Bro', 'Mi', 'dispiace', 'il', 'mio', 'cavallo', 'meglio', 'del', 'tuo', 'Bro', 'Im', 'sorry', 'horse', 'better', 'learnfromkhaby', 'LearnWithTikTok']",127,"['learnfromkhaby', 'learnwithtiktok']"
31600000,17,157,3400000,29,2 in 1 shotBro I feel sorry for your forehead but It was very easy Bro mi dispiace per la tua frontema era cos facile learnfromkhaby,learnfromkhaby,2021-05-05,Wednesday,May,2021,"['2', 'in', '1', 'shotBro', 'I', 'feel', 'sorry', 'for', 'your', 'forehead', 'but', 'It', 'was', 'very', 'easy', 'Bro', 'mi', 'dispiace', 'per', 'la', 'tua', 'frontema', 'era', 'cos', 'facile', 'learnfromkhaby']","['2', '1', 'shotBro', 'feel', 'sorry', 'forehead', 'easy', 'Bro', 'mi', 'dispiace', 'per', 'la', 'tua', 'frontema', 'era', 'cos', 'facile', 'learnfromkhaby']",132,['learnfromkhaby']
44700000,355,363,5300000,26,Just this once let it be easy Solo per questa volta lascia che sia una cosa facile learnfromkhaby LearnWithTikTok ImparaConTikTok,"learnfromkhaby, learnwithtiktok, imparacontiktok",2021-05-04,Tuesday,May,2021,"['Just', 'this', 'once', 'let', 'it', 'be', 'easy', 'Solo', 'per', 'questa', 'volta', 'lascia', 'che', 'sia', 'una', 'cosa', 'facile', 'learnfromkhaby', 'LearnWithTikTok', 'ImparaConTikTok']","['let', 'easy', 'Solo', 'per', 'questa', 'volta', 'lascia', 'che', 'sia', 'una', 'cosa', 'facile', 'learnfromkhaby', 'LearnWithTikTok', 'ImparaConTikTok']",129,"['learnfromkhaby', 'learnwithtiktok', 'imparacontiktok']"
119800000,659,606,15100000,10,Dalla terra alla luna From land to moonlearnfromkhaby LearnWithTikTok ImparaConTikTok,"learnfromkhaby, learnwithtiktok, imparacontiktok",2021-05-01,Saturday,May,2021,"['Dalla', 'terra', 'alla', 'luna', 'From', 'land', 'to', 'moonlearnfromkhaby', 'LearnWithTikTok', 'ImparaConTikTok']","['Dalla', 'terra', 'alla', 'luna', 'land', 'moonlearnfromkhaby', 'LearnWithTikTok', 'ImparaConTikTok']",85,"['learnfromkhaby', 'learnwithtiktok', 'imparacontiktok']"
105000000,749,411,10600000,23,Khabynho du Brazil Ritenta bro sarai pi fortunato Try again bro you be luckier next time learnfromkhaby,learnfromkhaby,2021-04-30,Friday,April,2021,"['Khabynho', 'du', 'Brazil', 'Ritenta', 'bro', 'sarai', 'pi', 'fortunato', 'Try', 'again', 'bro', 'you', 'be', 'luckier', 'next', 'time', 'learnfromkhaby']","['Khabynho', 'du', 'Brazil', 'Ritenta', 'bro', 'sarai', 'pi', 'fortunato', 'Try', 'bro', 'luckier', 'next', 'time', 'learnfromkhaby']",103,['learnfromkhaby']
96500000,73,442,12400000,16,The trick revealed by Khaby  He tried to challenge me next time bro Svelato il trucco Ha provato a sfidarmiprox volta bro learnfromkhaby,learnfromkhaby,2021-04-29,Thursday,April,2021,"['The', 'trick', 'revealed', 'by', 'Khaby', 'He', 'tried', 'to', 'challenge', 'me', 'next', 'time', 'bro', 'Svelato', 'il', 'trucco', 'Ha', 'provato', 'a', 'sfidarmiprox', 'volta', 'bro', 'learnfromkhaby']","['trick', 'revealed', 'Khaby', 'tried', 'challenge', 'next', 'time', 'bro', 'Svelato', 'il', 'trucco', 'Ha', 'provato', 'sfidarmiprox', 'volta', 'bro', 'learnfromkhaby']",136,['learnfromkhaby']
37300000,222,378,3600000,28,WhyLearnWithTikTok LearnFromKhabi ImparaConTikTok,"learnwithtiktok, learnfromkhabi, imparacontiktok",2021-04-28,Wednesday,April,2021,"['WhyLearnWithTikTok', 'LearnFromKhabi', 'ImparaConTikTok']","['WhyLearnWithTikTok', 'LearnFromKhabi', 'ImparaConTikTok']",49,"['learnwithtiktok', 'learnfromkhabi', 'imparacontiktok']"
238000000,1463,2416,23100000,20,Perfavore non fare questo con la Pizza Please dont do that with Pizza  LearnFromKhabi LearnWithTikTok ImparaConTikTok pizza,"🇮🇹perfavore, 🇺🇸please, learnfromkhabi, learnwithtiktok, imparacontiktok, pizza",2021-04-26,Monday,April,2021,"['Perfavore', 'non', 'fare', 'questo', 'con', 'la', 'Pizza', 'Please', 'dont', 'do', 'that', 'with', 'Pizza', 'LearnFromKhabi', 'LearnWithTikTok', 'ImparaConTikTok', 'pizza']","['Perfavore', 'non', 'fare', 'questo', 'con', 'la', 'Pizza', 'Please', 'dont', 'Pizza', 'LearnFromKhabi', 'LearnWithTikTok', 'ImparaConTikTok', 'pizza']",123,"['🇮🇹perfavore', '🇺🇸please', 'learnfromkhabi', 'learnwithtiktok', 'imparacontiktok', 'pizza']"
56800000,296,1073,7500000,15,Quante volte vi capita                  How many times does this happen  to you LearnFromKhabi ImparaConTikTok LearnWithTikTok,"learnfromkhabi, imparacontiktok, learnwithtiktok",2021-04-25,Sunday,April,2021,"['Quante', 'volte', 'vi', 'capita', 'How', 'many', 'times', 'does', 'this', 'happen', 'to', 'you', 'LearnFromKhabi', 'ImparaConTikTok', 'LearnWithTikTok']","['Quante', 'volte', 'vi', 'capita', 'many', 'times', 'happen', 'LearnFromKhabi', 'ImparaConTikTok', 'LearnWithTikTok']",126,"['learnfromkhabi', 'imparacontiktok', 'learnwithtiktok']"
123700000,608,716,17800000,20,with a final lickLearnFromKhabi ImparaConTikTok LearnWithTikTok,"learnfromkhabi, imparacontiktok, learnwithtiktok",2021-04-24,Saturday,April,2021,"['with', 'a', 'final', 'lickLearnFromKhabi', 'ImparaConTikTok', 'LearnWithTikTok']","['final', 'lickLearnFromKhabi', 'ImparaConTikTok', 'LearnWithTikTok']",63,"['learnfromkhabi', 'imparacontiktok', 'learnwithtiktok']"
40200000,248,311,5400000,30,He s a bad brother after what he did to me but he s one of the best soccer player westonmckennie  juventus LearnFromKhabi LearnWithTikTok ,"learnfromkhabi, learnwithtiktok",2021-04-22,Thursday,April,2021,"['He', 's', 'a', 'bad', 'brother', 'after', 'what', 'he', 'did', 'to', 'me', 'but', 'he', 's', 'one', 'of', 'the', 'best', 'soccer', 'player', 'westonmckennie', 'juventus', 'LearnFromKhabi', 'LearnWithTikTok']","['bad', 'brother', 'one', 'best', 'soccer', 'player', 'westonmckennie', 'juventus', 'LearnFromKhabi', 'LearnWithTikTok']",138,"['learnfromkhabi', 'learnwithtiktok']"
185500000,1056,205,20100000,25,LearnFromKhaby ImparaConTikTok LearnWithTikTok,"learnfromkhaby, imparacontiktok, learnwithtiktok",2021-04-21,Wednesday,April,2021,"['LearnFromKhaby', 'ImparaConTikTok', 'LearnWithTikTok']","['LearnFromKhaby', 'ImparaConTikTok', 'LearnWithTikTok']",46,"['learnfromkhaby', 'imparacontiktok', 'learnwithtiktok']"
45300000,288,512,5800000,24,Bro,"learnfromkhaby, learnontiktok",2021-04-20,Tuesday,April,2021,['Bro'],['Bro'],3,"['learnfromkhaby', 'learnontiktok']"
138200000,809,1942,18200000,15,Crediti neumane,"learnfromkhaby, learnontiktok",2021-04-19,Monday,April,2021,"['Crediti', 'neumane']","['Crediti', 'neumane']",15,"['learnfromkhaby', 'learnontiktok']"
