views,comments,shares,likes,duration,captions,hashtags,created_at
"63,200,000",21٫4,10٫6,"5,400,000",7,It's your turn to #keepitsimple 🤲🏿#learnfromkhaby #learnontiktok @TikTok @Vinicius junior,"keepitsimple, learnfromkhaby, learnontiktok",3/10/2022
"33,800,000",61٫8,19٫6,"4,300,000",29,Happy Birthday to me #22🎁  🎂 🎈 Total Look @BOSS  #learnfromkhaby #learnontiktok #keepitsimple,"22🎁, learnfromkhaby, learnontiktok, keepitsimple",3/9/2022
"26,600,000",50,24٫4,"3,400,000",35,I v always used my social media to promote positive messages and this message is one of peace for all people who experience war.#nowar #peace🇺🇦☮️🇷🇺,"nowar, peace🇺🇦☮️🇷🇺",3/6/2022
"28,500,000",23٫6,14٫7,"3,400,000",25,Obrigado meu irmão 🇧🇷 - thanks bro @Vinicius junior #learnfromkhaby #learnontiktok @tiktok,"learnfromkhaby, learnontiktok",2/27/2022
"25,300,000",15٫6,6٫457,"2,900,000",31,I didn't expect to be bothered here too 😕#learnfromkhaby  #learnontiktok @tiktok,"learnfromkhaby, learnontiktok",2/25/2022
"43,100,000",62٫7,54٫1,"5,500,000",14,Btw I love this kid 🤣🤣#learnontiktok #learnontiktok #learnwithtiktok,"learnontiktok, learnontiktok, learnwithtiktok",2/23/2022
"45,900,000",25٫7,14٫7,"4,100,000",20,Different things 🤣 #learnfromkhaby #learnontiktok @tiktok,"learnfromkhaby, learnontiktok",2/21/2022
"18,700,000",16٫4,5٫532,"1,500,000",31,Saturday: wash day. #learnfromkhaby #learnontiktok @tiktok,"learnfromkhaby, learnontiktok",2/19/2022
"38,900,000",21٫2,17٫1,"3,400,000",27,The unprofessional thief 🤣🦾👀 #learnfromkhaby #learnontiktok @tiktok,"learnfromkhaby, learnontiktok",2/17/2022
"137,100,000",50٫9,64٫6,"13,100,000",31,Bro next time just few drops💧🤣Happy Valentine’s day (Video credit:by VFX effects ) it’s not a real explosion.#learnfromkhaby #learnontiktok @tiktok,"learnfromkhaby, learnontiktok",2/14/2022
"51,100,000",43٫5,41٫8,"7,100,000",23,Happy weekend 😂 ✈️ #learnfromkhaby #learnwithtiktok @tiktok,"learnfromkhaby, learnwithtiktok",2/12/2022
"46,700,000",19٫2,23٫4,"5,700,000",27,The opposite things “Volume 8.1” 🤣🤣 #learnfromkhaby #learnwithtiktok @tiktok,"learnfromkhaby, learnwithtiktok",2/9/2022
"42,300,000",23٫6,12٫3,"3,500,000",26,Thanks ma G @jbalvin ❤️ #learnfromkhaby #learnwithtiktok @tiktok #learnfromjbalvin,"learnfromkhaby, learnwithtiktok, learnfromjbalvin",2/3/2022
"33,600,000",20٫1,10٫1,"3,700,000",26,🤷🏿‍♂️🤲🏿🤣🧒🏻 #learnfromkhaby #learnwithtiktok @tiktok,"learnfromkhaby, learnwithtiktok",2/1/2022
"18,200,000",20٫5,10٫8,"1,900,000",58,•É isto que acontece quando a mãe está por perto•This is what happens when mom is around!  🥺😢 #learnfromkhaby  #learnwithtiktok @tiktok,"learnfromkhaby, learnwithtiktok",1/30/2022
"84,600,000",37٫1,14٫4,"9,600,000",43,Wait a moment. 🤷🏾‍♂️ #learnfromkhaby #learnwithtiktok @tiktok,"learnfromkhaby, learnwithtiktok",1/29/2022
"19,700,000",14٫1,6٫294,"1,800,000",36,When your best friend convince you to eat his favorite dish cooked by him.#learnfromkhaby #learnwithtiktok #imparacontiktok @tiktok,"learnfromkhaby, learnwithtiktok, imparacontiktok",1/27/2022
"20,500,000",15٫2,10٫3,"2,600,000",50,Has this ever happened to you?🤣🤣 tag your friends 🤲🏾#learnfromkhaby #learnwithtiktok #imparacontiktok,"learnfromkhaby, learnwithtiktok, imparacontiktok",1/25/2022
"25,000,000",12٫8,12٫7,"2,600,000",26,"Good future in New York Yankees, but leave all birthdays bro 🤣” guys Don’t try this at home” #learnfromkhaby  #learnwithtiktok @tiktok","learnfromkhaby, learnwithtiktok",1/23/2022
"29,300,000",12٫4,7٫48,"2,600,000",34,"I figured out his trick in 3 sec, sorry bro🤣🤣 👇🏾👇🏾 #learnfromkhaby #learnwithtiktok @tiktok","learnfromkhaby, learnwithtiktok",1/21/2022
"34,700,000",22٫8,14٫3,"4,000,000",28,A or Ei?!😂 the producer got mad at me 🤣 ps: Pronunciation is important #learnfromkhaby #learnwithtiktok #rap,"learnfromkhaby, learnwithtiktok, rap",1/20/2022
"21,100,000",33٫2,106٫7,"2,000,000",13,And from Italy🇮🇹”That’s all folks!” Where are you guys from ?Show me your flags.. 🇺🇸🇪🇸🇲🇽🇧🇷🇦🇷🇬🇧 #learnfromkhaby #learnwithtiktok @tiktok,"learnfromkhaby, learnwithtiktok",1/18/2022
"20,300,000",8٫025,4٫826,"1,900,000",10,Grammy Awards Second Part : Khaby Lame FT Khaby’s Mom!  😂😂 #learnfromkhaby #learnwithtiktok @tiktok,"learnfromkhaby, learnwithtiktok",1/17/2022
"38,500,000",21٫1,19٫6,"3,900,000",34,Helping these friends that are so confused!! #learnfromkhaby #learnwithtiktok @tiktok,"learnfromkhaby, learnwithtiktok",1/14/2022
"34,400,000",12٫9,6٫685,"4,300,000",28,Whyyyyy ?? whyyyy?? Whyyyy!!!!!! 🤷🏿‍♂️😶‍🌫️ Thanks uncle @alessandrodelpiero #learnfromkhaby #learnwithtiktok @tiktok,"learnfromkhaby, learnwithtiktok",1/13/2022
"24,500,000",10٫3,6٫485,"2,300,000",41,Did you get the point #2 Part #learnfromkhaby #learnwithtiktok @tiktok,"2, learnfromkhaby, learnwithtiktok",1/12/2022
"41,500,000",28٫7,14٫8,"4,000,000",28,So guys what’s the secret behind this trick?😂🤲🏿 🙈🤷🏿‍♂️ #learnfromkhaby #learnwithtiktok @tiktok,"learnfromkhaby, learnwithtiktok",1/11/2022
"49,700,000",24٫1,16٫3,"4,200,000",26,Caption?? 😅 your turn! #learnfromkhaby #learnwithtiktok @tiktok,"learnfromkhaby, learnwithtiktok",1/10/2022
"15,900,000",10٫3,10٫7,"1,500,000",18,Bro It's like we got a lot of mosquitoes. 😅 🥊 ( don’t try this at home guys) ❤️ love you all#learnfromkhaby #learnwithtiktok #imparacontiktok,"learnfromkhaby, learnwithtiktok, imparacontiktok",1/8/2022
"118,900,000",65٫7,56٫7,"10,400,000",34,Yes literary Genius my friend 🤲🏿🤦🏿‍♂️  #learnfromkhaby #learnwithtiktok @tiktok,"learnfromkhaby, learnwithtiktok",1/7/2022
"64,000,000",25٫6,17٫7,"6,600,000",30,She doesn't like simple stuff#learnfromkhaby #learnwithtiktok #imparacontiktok,"learnfromkhaby, learnwithtiktok, imparacontiktok",1/5/2022
"19,000,000",9٫652,4٫27,"1,600,000",25,Happy thirst-day#learnfromkhaby #learnwithtiktok #imparacontiktok,"learnfromkhaby, learnwithtiktok, imparacontiktok",1/3/2022
"179,900,000",73٫1,108٫7,"17,300,000",15,I’m getting ready for Grammy Award 🎙🎶.  Me estoy preparando para los Grammy🎙🎶 #learnfromkhaby #learnwithtiktok @tiktok,"learnfromkhaby, learnwithtiktok",1/2/2022
"16,300,000",14,4٫72,"2,000,000",11,This year 2021 has been special for me.My  life has changed and it’s all thx to u guys.I am forever grateful to each and every one of u.I love you all,,12/31/2021
"33,600,000",13٫2,11٫6,"2,900,000",32,it's just a matter of point of view🤣🤲🏿#learnfromkhaby #learnwithtiktok #imparacontiktok,"learnfromkhaby, learnwithtiktok, imparacontiktok",12/30/2021
"51,000,000",31٫3,34٫6,"5,400,000",31,Did you get the point? 🤣👋🏾 ps: guys don’t try this at home!! Love you all ❤️ #learnfromkhaby #learnwithtiktok,"learnfromkhaby, learnwithtiktok",12/28/2021
"17,400,000",9٫996,3٫504,"2,000,000",25,One of the most important things you can do on this earth is to let people know they r not alone.#learnfromkhaby @Andrea Cerullo @youneszarou #tiktok,"learnfromkhaby, tiktok",12/23/2021
"64,800,000",41٫6,58٫8,"7,200,000",35,"Yes, sure😅……. 🔫🙏🏿 #learnfromkhaby #learnwithtiktok","learnfromkhaby, learnwithtiktok",12/20/2021
"10,900,000",10٫8,5٫907,969٫1,41,"The Simple Spider Man, have you seen the new movie? NO SPOILERS! ❌🕷 #learnfromkhaby #learnwithtiktok #spiderman #learnfromspiderman","learnfromkhaby, learnwithtiktok, spiderman, learnfromspiderman",12/17/2021
"17,200,000",12٫7,7٫319,"1,600,000",15,#duetto con @bovann Duet with me 😉#learnfromkhaby #learnwithtiktok #imparacontiktok,"duetto, learnfromkhaby, learnwithtiktok, imparacontiktok",12/16/2021
"109,300,000",21,18,"7,600,000",41,Little difference makes a big difference 😄🤷🏿‍♂️ #learnfromkhaby #learnwithtiktok,"learnfromkhaby, learnwithtiktok",12/14/2021
"42,000,000",11٫8,7٫632,"4,700,000",30,"Welcome to my family bro, now your life will be simple 👓 🥸😎 @youneszarou  @ironcorporation #learnfromkhaby #learnwithtiktok #imparacontiktok","learnfromkhaby, learnwithtiktok, imparacontiktok",12/12/2021
"81,000,000",28٫3,26٫2,"5,500,000",26,I had the impression that the fish was still alive!#learnfromkhaby #learnwithtiktok #imparacontiktok,"learnfromkhaby, learnwithtiktok, imparacontiktok",12/10/2021
"20,300,000",19,20٫5,"2,400,000",22,🎅🏿Sorry guys 🙈 🧝 🧝🏻‍♂️ 🧝  [ Never text while driving ] #learnfromkhaby #learnwithtiktok #dontlearnfromthisvideo,"learnfromkhaby, learnwithtiktok, dontlearnfromthisvideo",12/8/2021
"21,800,000",16٫4,7٫804,"2,900,000",31,Animals should live in their natural HABITAT  #learnfromkhaby #learnwithtiktok #animalrights ❤️,"learnfromkhaby, learnwithtiktok, animalrights",12/6/2021
"28,200,000",24٫1,28,"2,200,000",40,Who does the dishes in your home ❓🤣#learnfromkhaby #learnwithtiktok #imparacontiktok,"learnfromkhaby, learnwithtiktok, imparacontiktok",12/2/2021
"17,700,000",17٫5,12٫2,"1,900,000",24,"I think,for me the main thing is feeling comfortable, what about you guys? 😜🤲🏿❤️ @Daniel LaBelle #learnfromkhaby #learnwithtiktok #imparacontiktok","learnfromkhaby, learnwithtiktok, imparacontiktok",11/30/2021
"39,800,000",35٫6,36٫2,"6,000,000",22,Thanks for your help my bro @Ed Sheeran  . 👇🏾what's your favorite song  of my brother ED 🎶??#learnfromkhaby #learnwithtiktok #imparacontiktok,"learnfromkhaby, learnwithtiktok, imparacontiktok",11/28/2021
"25,300,000",21٫5,11٫9,"2,400,000",15,Thanks for the advice Chef 👨‍🍳😅🤷🏿‍♂️ #learnfromkhaby #learnwithtiktok #imparacontiktok,"learnfromkhaby, learnwithtiktok, imparacontiktok",11/25/2021
"36,500,000",35٫4,17٫3,"4,800,000",16,"In a racist society,it’s not enough to be non-racist.We must be anti-racist.🤜🏿🤛🏼#learnfromkhaby #friendship #noracism #blacklivesmatter @_mister_","learnfromkhaby, friendship, noracism, blacklivesmatter",11/24/2021
"14,700,000",9٫7,4٫077,"1,500,000",33,Congrats Champion @zverev but…..in this case you should drink here—-> 🏆 !! Cheers man ❤️#learnfromkhaby #learnwithtiktok #atp #tennis,"learnfromkhaby, learnwithtiktok, atp, tennis",11/22/2021
"104,100,000",36٫1,23٫9,"7,600,000",30,My Opposite Friends 😍🤣🤷🏿‍♂️ #learnfromkhaby #learnwithtiktok #dontlearnfrommyoppositefriends,"learnfromkhaby, learnwithtiktok, dontlearnfrommyoppositefriends",11/20/2021
"11,300,000",9٫846,4٫955,795٫6,34,Guys!! Don’t overcomplicate it. Learn from Khaby and play next gen games on #learnfromkhaby #XboxSeriesS  #SimplyNextGen #learnwithtiktok #adv,"learnfromkhaby, XboxSeriesS, SimplyNextGen, learnwithtiktok, adv",11/18/2021
"26,800,000",21,12٫4,"3,200,000",43,I think Marsiglia is mad at me 😱 💰 😂Casa de Papel or Squid Game? Which one do you prefer?@Luka Peros #leanfromkhaby #marsiglia#casadepapel #squid,"leanfromkhaby, marsiglia, casadepapel, squid",11/15/2021
"13,100,000",13٫7,8٫551,"1,200,000",45,Next time close the window#leanfromkhaby #learnontiktok #learnwithtiktok,"leanfromkhaby, learnontiktok, learnwithtiktok",11/13/2021
"39,400,000",32٫9,22,"4,500,000",21,When your mom makes an offer to buy the best weap0n to hits you!!😂 🩴 Mom loves->(🥄 or 🩴) Have you ever tried them?#leanfromkhaby #learnontiktok,"leanfromkhaby, learnontiktok",11/10/2021
"37,700,000",29٫5,26٫5,"5,800,000",57,Come to Khaby’s Lesson 🥸 @Terry Crews #leanfromkhaby #learnontiktok #imparacontiktok #learnwithtiktok,"leanfromkhaby, learnontiktok, imparacontiktok, learnwithtiktok",11/6/2021
"44,200,000",31٫3,37٫9,"3,700,000",14,I'd like to finish my meal in peace 🙄#leanfromkhaby #learnontiktok #imparacontiktok #learnwithtiktok,"leanfromkhaby, learnontiktok, imparacontiktok, learnwithtiktok",11/3/2021
"223,200,000",162٫3,314٫1,"24,100,000",28,Usually I always win but this time……I v waited a year for a worthy opponent😎You r King #zlatanibrahimovic @Netflix #squidgame #leanfromkhaby,"zlatanibrahimovic, squidgame, leanfromkhaby",11/1/2021
"67,200,000",34٫5,33٫1,"6,300,000",20,Did you get the point? Let’s start a challenge of opposite actions! 🤣 #learnfromkhaby #learnontiktok #imparacontiktok @Anna,"learnfromkhaby, learnontiktok, imparacontiktok",10/31/2021
"41,300,000",19٫2,6٫287,"5,700,000",31,Do you wanna challenge me? 😎 up to you 🤪#learnfromkhaby #learnontiktok #imparacontiktok #learnwithtiktok @Gianmarco Tamberi,"learnfromkhaby, learnontiktok, imparacontiktok, learnwithtiktok",10/27/2021
"73,400,000",41٫9,32٫8,"6,800,000",11,#duetto con @foodies you are a genius#learnfromkhaby #learnontiktok #imparacontiktok,"duetto, learnfromkhaby, learnontiktok, imparacontiktok",10/26/2021
"21,700,000",16٫8,12٫6,"2,000,000",28,🤷🏿‍♂️#learnfromkhaby #learnontiktok #learnwithtiktok #stitch,"learnfromkhaby, learnontiktok, learnwithtiktok, stitch",10/25/2021
"45,300,000",34,15٫8,"3,700,000",23,"Simple bro,🤷🏾‍♂️Now I will read my dragonball book, which is your favorite Anime?🙃#learnfromkhaby #learnontiktok #learnwithtiktok #anime","learnfromkhaby, learnontiktok, learnwithtiktok, anime",10/22/2021
"23,300,000",14٫3,6٫952,"1,900,000",15,I don't know if you'll be able to understand#learnfromkhaby #learnontiktok #learnwithtiktok #stitch @_mister_z,"learnfromkhaby, learnontiktok, learnwithtiktok, stitch",10/20/2021
"45,600,000",36,21٫8,"4,900,000",29,Don’t joke with me and with my Khaby Move 🤷🏿‍♂️🤲🏿 #learnfromkhaby #learnontiktok #learnwithtiktok,"learnfromkhaby, learnontiktok, learnwithtiktok",10/19/2021
"21,100,000",12٫7,13٫9,"2,200,000",15,#stitch con @rafaelliglesias Let's just say He breaks a lot of eggs to make an omelet 🤷🏾‍♂️#learnfromkhaby #learnwithtiktok #imparacontiktok,"stitch, learnfromkhaby, learnwithtiktok, imparacontiktok",10/17/2021
"52,200,000",35٫8,27٫5,"5,600,000",44,I decided from time to time make a motorcycle ride but….something always happens 😅 #learnfromkhaby #learnwithtiktok #imparacontiktok,"learnfromkhaby, learnwithtiktok, imparacontiktok",10/12/2021
"52,500,000",36٫2,28٫7,"5,600,000",11,#stitch con @mnmnooxx0 #learnfromkhaby #imparacontiktok 🥷🏽✨,"stitch, learnfromkhaby, imparacontiktok",10/9/2021
"39,200,000",42٫8,33٫6,"4,600,000",37,The best caption win my t-shirt 🤲🏾❤️ Let’s go guys! ❤️ #learnfromkhaby #learnwithkhaby #learnwithtikok #imparacontikok,"learnfromkhaby, learnwithkhaby, learnwithtikok, imparacontikok",10/6/2021
"23,500,000",27٫4,16٫2,"3,000,000",33,"Me,Greta Thunberg,Vanessa Nakate and all activists in the world together for climate justice!Another world is possible and necessary! #learnfromkhaby",learnfromkhaby,10/5/2021
"28,000,000",23,14٫9,"3,300,000",40,"Tag someone you think needs to see this content,I will choice and send 4 video selfies to the winners thanks my love @Naomi Campbell 🌹#learnfromkhaby",learnfromkhaby,9/28/2021
"21,100,000",24٫5,10٫6,"2,400,000",30,"#adv My first FASHION SHOW!! I’M SO HAPPY!! Thank to @BOSS ! I dedicate this to all my fans, my family and my manager! Love you guys #boss","adv, boss",9/26/2021
"90,700,000",44٫5,44٫1,"8,200,000",25,Don't make a mystery of simple things.🤲🏿🤦🏿Non fare mistero delle cose semplici.🤲🏿🤦🏿#learnfromkhaby #learnwithtiktok #imparacontiktok,"learnfromkhaby, learnwithtiktok, imparacontiktok",9/24/2021
"44,600,000",38٫3,30,"5,800,000",33,🤦🏿#learnfromkhaby #learnwithtiktok #imparacontiktok,"learnfromkhaby, learnwithtiktok, imparacontiktok",9/21/2021
"41,600,000",39٫1,20٫5,"5,600,000",31,"What happened to simplicity?We all seem to put on a stage,and we all feel compelled to put on a show.Thx to my bro CHARLES LE CLERC 🏎#learnfromkhaby",learnfromkhaby,9/19/2021
"51,600,000",28٫6,39٫4,"7,100,000",28,It was an honor to help you my friend @carlossainz55  but next time learn how to go into 🏎🤣🤲🏾#learnfromkhaby #learnwithtiktok #ferrari,"learnfromkhaby, learnwithtiktok, ferrari",9/15/2021
"44,200,000",24٫2,16٫8,"5,800,000",28,Thanks to my uncle @alessandrodelpiero to assist me in this award ceremony with our Olympic champion#GianmarcoTamberi gold medal Tokyo #learnfromkhaby,"gianmarcotamberi, learnfromkhaby",9/13/2021
"95,000,000",49,35٫6,"8,400,000",12,Did you get the point? 🤣🤣🤣#learnfromkhaby #learnwithtiktok #imparacontiktok #linkinbio,"learnfromkhaby, learnwithtiktok, imparacontiktok, linkinbio",9/9/2021
"51,700,000",41٫8,32٫6,"7,200,000",9,⚫️➕⚪️= ❤️ #notoracism Thanks to my brother @Salvatore Esposito #learnfromkhaby #learnwithtiktok #linkinbio,"notoracism, learnfromkhaby, learnwithtiktok, linkinbio",9/7/2021
"44,800,000",28٫2,21٫5,"4,300,000",25,"Please! Don’t waste popcornKids are crazy about this 🍿Non sprecare i popcorn,i bambini ne vanno matti 🍿#learnfromkhaby #learnwithtiktok #linkinbio","learnfromkhaby, learnwithtiktok, linkinbio",9/6/2021
"27,400,000",25٫8,11٫8,"3,300,000",31,Bro @cznburak  you made me come here for this? Ahhaha 🤲🏾 Khaby is always available for you guys 🤣❤️#learnfromkhaby #learnwithtiktok,"learnfromkhaby, learnwithtiktok",9/4/2021
"43,800,000",36,63٫5,"4,800,000",15,Let’s tag your friends 🤣#learnfromkhaby #learnwithtiktok #imparacontiktok #parents,"learnfromkhaby, learnwithtiktok, imparacontiktok, parents",9/2/2021
"22,400,000",23٫3,8٫688,"2,300,000",24,"#ad ""Travel hack: @Amazon Prime Student  offers more leg room ✈️ #learnfromkhaby #learnwithprimestudent","ad, learnfromkhaby, learnwithprimestudent",8/31/2021
"96,500,000",43٫6,99٫3,"7,100,000",9,Guys how many times it happen to you? 😂 ragazzi quante volte vi è capitato #alwaycheckifitsoff #learnfromkhaby #learnwithtiktok #imparacontiktok,"alwaycheckifitsoff, learnfromkhaby, learnwithtiktok, imparacontiktok",8/30/2021
"138,100,000",83,87٫9,"9,800,000",15,"It's fast, it's rigorous, and you don't need big muscles. 😂🤲🏾#learnfromkhaby #learnwithtiktok #imparacontiktok","learnfromkhaby, learnwithtiktok, imparacontiktok",8/27/2021
"39,100,000",44,17٫3,"4,900,000",44,Guys help @blaisematuidi to find the right caption on this 👇🏾 thanks for the call @joellirica @vegedreamgagnoa #learnfromkhaby #imparacontiktok,"learnfromkhaby, imparacontiktok",8/24/2021
"304,300,000",184٫9,179,"27,100,000",25,Could be the new Khaby ?🤣🤣 👩🏿‍🦱 🤲🏾 Potrebbe essere il nuovo Khaby? #learnfromkhaby #imparacontiktok #stitch,"learnfromkhaby, imparacontiktok, stitch",8/22/2021
"201,800,000",159٫1,122,"20,000,000",26,"Life is easy, we make it hard.🤷🏾‍♂️🤲🏾What do you think? Give me your opinion guys❤️#learnfromkhaby #imparacontiktok #stitch","learnfromkhaby, imparacontiktok, stitch",8/20/2021
"39,800,000",59٫9,21٫7,"5,100,000",15,Very good students my brothers 😍🤲🏾 ahahah thanks for the Khaby Move#learnfromkhaby #imparacontiktok #stitch @psg,"learnfromkhaby, imparacontiktok, stitch",8/16/2021
"131,900,000",144٫5,142٫9,"18,200,000",40,"Cara, Avresti dovuto fare la cosa semplice.😅Dear, You should have just kept it simple.😅#learnfromkhaby #imparacontiktok #stitch","learnfromkhaby, imparacontiktok, stitch",8/14/2021
"49,200,000",172٫1,13٫2,"5,300,000",7,#duetto con @lilnasx 🤲🏾#learnfromkhaby #imparacontiktok,"duetto, learnfromkhaby, imparacontiktok",8/11/2021
"67,100,000",140٫8,31٫4,"8,100,000",18,I feel you guys! Bless the cleaning men and ladies. Vi capisco ragazzi! Rispetto a tutti gli uomini e le donne delle pulizie.#learnfromkhaby,learnfromkhaby,8/10/2021
"63,100,000",172٫5,39,"8,600,000",26,🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️#learnfromkhaby #stitch #learnwithtiktok #imparacontiktok,"learnfromkhaby, stitch, learnwithtiktok, imparacontiktok",8/7/2021
"65,000,000",70٫1,46٫3,"8,900,000",12,How many candies you gave to these children? 😅Quante caramelle hai regalato a questi bambini ?😅#theinvisiblecameraman#learnfromkhaby#stitch,"theinvisiblecameraman, learnfromkhaby, stitch",8/5/2021
"37,800,000",35٫5,17٫7,"3,200,000",13,When you bring the chips to my classmates🤲🏾🤷🏿‍♂️#learnfromkhaby #learnwithtiktok #imparacontiktok,"learnfromkhaby, learnwithtiktok, imparacontiktok",7/26/2021
"181,300,000",143,95٫4,"22,100,000",15,I have to read and you disturb me.🤨(Ps: Guys don’t try this at home Thx Khaby) #greenscreen #learnfromkhaby #learnwithtiktok #imparacontiktok #moon,"greenscreen, learnfromkhaby, learnwithtiktok, imparacontiktok, moon",7/24/2021
"71,900,000",63,48٫2,"9,100,000",44,Just buy a big computer case bro🤲🏾Bastava comprarne uno più grande 🙂🤲🏾 #stitch#learnfromkhaby #learnwithtiktok #imparacontiktok,"stitch, learnfromkhaby, learnwithtiktok, imparacontiktok",7/22/2021
"34,200,000",30,13٫8,"3,400,000",21,"Happy to show simplicity to the actors 🤲🏾🤣 @netflixit , @netflix , @netflixenespanol , @netflixbrasil , @netflixsverige #khabyflix #learnfromkhaby","khabyflix, learnfromkhaby",7/21/2021
"105,400,000",96٫1,55٫9,"13,100,000",35,"Sorry Queen. I had to do it. 🤣🤲🏾I will come to visit you soon,if I will be welcome 😆 #learnfromkhaby #learnwithtiktok #queenelizabeth #stitch","learnfromkhaby, learnwithtiktok, queenelizabeth, stitch",7/20/2021
"39,300,000",57٫8,9٫693,"4,800,000",21,Guys don’t tease me 🙈 It was the first time ahahhaa I need some coach!!#learnfromkhaby #learnwithtiktok #imparacontiktok,"learnfromkhaby, learnwithtiktok, imparacontiktok",7/19/2021
"117,200,000",82٫8,69٫3,"11,200,000",33,It’s better to give for who can’t afford it! Guys don’t do this! Dalla a chi ne ha bisogno #learnfromkhaby #learnwithtiktok #imparacontiktok,"learnfromkhaby, learnwithtiktok, imparacontiktok",7/17/2021
"64,400,000",83٫2,25,"9,000,000",30,people say: Wish vs Amazon? 😂🤲🏾#learnfromkhaby #learnwithtiktok #imparacontiktok,"learnfromkhaby, learnwithtiktok, imparacontiktok",7/10/2021
"29,900,000",39,15٫6,"3,100,000",34,Hey bro this is an easier way to open the bag. You are welcome @bershka  | wearing #naruto collection #bershkastyle 😎,"naruto, bershkastyle",7/9/2021
"175,300,000",544٫5,229٫3,"24,400,000",45,"🤦🏿‍♂️I wanna see you flags under this video, mine are 🇮🇹 🇸🇳 And yours? Where are you from? 🇮🇹 🇸🇳 🇵🇹🇲🇽🇧🇷 🇺🇸 #learnfromkhaby",learnfromkhaby,7/6/2021
"76,800,000",65٫7,37٫7,"9,200,000",27,"Look Sista🤦🏿‍♂️ Don’t be nervous, it’s simple🙋🏿‍♂️Guarda Sorella,non essere nervosa,è così semplice. #learnfromkhaby #learnwithtiktok","learnfromkhaby, learnwithtiktok",7/4/2021
"74,900,000",72٫6,26٫2,"8,900,000",24,"I’m sorry for my belgium fan but WE ARE ITALY! Don’t touch our PASTA and don’t challenge us, what do you think @jbalvin  ?#learnfromkhaby",learnfromkhaby,7/3/2021
"39,100,000",85٫2,13٫3,"4,700,000",15,Don’t worry I’m BLACK ANGEL! #superhero #learnfromkhaby #learnwithtiktok #imparacontiktok,"superhero, learnfromkhaby, learnwithtiktok, imparacontiktok",7/2/2021
"93,800,000",55٫3,64٫1,"7,700,000",9,Next time be careful mate 👨 🍟 😩 Prossima volta stai più attento bro 👨🍟😩 #learnfromkhaby #learnwithtiktok #imparacontiktok,"learnfromkhaby, learnwithtiktok, imparacontiktok",7/1/2021
"352,900,000",315٫8,358,"36,300,000",25,Cm on bro 🤲🏾🤲🏾🤲🏾🤲🏾🤲🏾!! #learnfromkhaby #learnwithtiktok #imparacontiktok #khabylame,"learnfromkhaby, learnwithtiktok, imparacontiktok, khabylame",6/30/2021
"33,000,000",20٫5,7٫16,"2,800,000",6,"Sorry,but the VAR said NoGOL and the match finished 2-1🇮🇹 Scusa,ma il VAR ha detto NOGOL ma il match è finito 2-1🤫🇮🇹#learnfromkhaby #euro2020","learnfromkhaby, euro2020",6/27/2021
"96,100,000",94٫6,102٫2,"14,700,000",22,Nooo guys Please nooooo 😭😭😭 🤣#learnfromkhaby #learnwithtiktok #ImparaConTikTok,"learnfromkhaby, learnwithtiktok, imparacontiktok",6/26/2021
"33,500,000",29٫4,10٫6,"3,900,000",37,Sorry my Idol but I just had to do.. @willsmith 🤣Scusa Idolo mio ma l’ho dovuto fare! 🙏🏾🤣 #learnfromkhaby #learnwithtiktok #ImparaConTikTok,"learnfromkhaby, learnwithtiktok, imparacontiktok",6/24/2021
"41,200,000",31٫1,11٫3,"4,800,000",9,Has this ever happened to you??🤣🤣🤣 Ti è mai capitato??🤣🤣🤣#learnfromkhaby #learnwithtiktok #learnfromtiktok,"learnfromkhaby, learnwithtiktok, learnfromtiktok",6/21/2021
"171,400,000",104,169٫5,"20,500,000",16,Good @cristiano! You ve learned  quickly my move🤲🏾😂!Bravo @cristiano!! Hai imparato velocemente la mia mossa🤲🏾😂#learnfromkhaby #learnwithtiktok,"learnfromkhaby, learnwithtiktok",6/20/2021
"33,500,000",31٫1,11٫9,"3,600,000",31,Noo😭😭 Why did you change your number? @kingjames Noo 😭😭 Perché hai cambiato numero?! @kingjames #learnfromkhaby #learnfromtiktok,"learnfromkhaby, learnfromtiktok",6/19/2021
"59,500,000",61٫7,60٫3,"8,400,000",23,Gracias Por Tu Ayuda Hermano @paulodybala! Grazie per il tuo aiuto fratello @paulodybala #DYBALA #learnfromkhaby #learnfromtiktok #euro2020,"dybala, learnfromkhaby, learnfromtiktok, euro2020",6/18/2021
"76,100,000",45٫5,29,"10,300,000",26,Bro here your frikin’ SIX 🤣 🎲🤣Bro ecco il tuo maledetto SIX!🤣🎲 #learnfromkhaby #LearnWithTikTok #ImparaConTikTok,"learnfromkhaby, learnwithtiktok, imparacontiktok",6/17/2021
"33,800,000",24٫8,13٫9,"3,200,000",11,Ops. Sorry Cris! 😂😂#learnfromkhaby #LearnWithTikTok #ImparaConTikTok,"learnfromkhaby, learnwithtiktok, imparacontiktok",6/16/2021
"42,200,000",43٫5,62,"6,400,000",24,Chill please! I’m relaxing 😂😂#learnfromkhaby #LearnWithTikTok #ImparaConTikTok,"learnfromkhaby, learnwithtiktok, imparacontiktok",6/14/2021
